,Unnamed: 0,Ticker,Entry Time,Entry Price,Exit Time,Exit Price,P/L,ROR,Cumulative ROR,Peak ROR,Drawdown
137,138,BANKNIFTY15OCT2024200CE,12-10-2020 09:29,366.7,12-10-2020 12:05,249.55,-117.14999999999998,-63894.191437142064,-298615.1025239855,120702.56071137282,-419317.6632353583
138,139,BANKNIFTY15OCT2024200PE,12-10-2020 09:29,424.9,12-10-2020 12:05,623.75,198.85000000000002,93598.49376323842,-205016.60876074707,120702.56071137282,-325719.1694721199
139,140,BANKNIFTY15OCT2023500CE,13-10-2020 09:29,352.4,13-10-2020 13:57,325.0,-27.399999999999977,-15550.510783200896,-220567.11954394798,120702.56071137282,-341269.6802553208
140,141,BANKNIFTY15OCT2023500PE,13-10-2020 09:29,326.7,13-10-2020 13:57,284.35,-42.349999999999966,-25925.92592592591,-246493.04546987388,120702.56071137282,-367195.6061812467
141,142,BANKNIFTY15OCT2023300CE,14-10-2020 09:29,264.35,14-10-2020 11:41,209.05,-55.30000000000001,-41838.471723094386,-288331.5171929683,120702.56071137282,-409034.0779043411
142,143,BANKNIFTY15OCT2023300PE,14-10-2020 09:29,270.05,14-10-2020 11:41,270.2,0.14999999999997726,111.09053878909627,-288220.4266541792,120702.56071137282,-408922.987365552
143,144,BANKNIFTY15OCT2023700CE,15-10-2020 09:29,117.8,15-10-2020 09:39,222.65,104.85000000000001,178013.58234295418,-110206.844311225,120702.56071137282,-230909.4050225978
144,145,BANKNIFTY15OCT2023700PE,15-10-2020 09:29,138.95,15-10-2020 09:39,64.3,-74.64999999999999,-107448.72256207267,-217655.56687329768,120702.56071137282,-338358.1275846705
145,146,BANKNIFTY22OCT2023300CE,16-10-2020 09:29,421.6,16-10-2020 15:24,516.55,94.94999999999993,45042.694497153665,-172612.87237614402,120702.56071137282,-293315.4330875168
146,147,BANKNIFTY22OCT2023300PE,16-10-2020 09:29,447.05,16-10-2020 15:24,309.8,-137.25,-61402.5276814674,-234015.4000576114,120702.56071137282,-354717.9607689842
147,148,BANKNIFTY22OCT2023900CE,19-10-2020 09:29,343.45,19-10-2020 15:24,592.4,248.95,144970.1557723104,-89045.24428530101,120702.56071137282,-209747.80499667383
148,149,BANKNIFTY22OCT2023900PE,19-10-2020 09:29,387.4,19-10-2020 15:24,179.55,-207.84999999999997,-107305.11099638615,-196350.35528168717,120702.56071137282,-317052.91599306
149,150,BANKNIFTY22OCT2024200CE,20-10-2020 09:29,331.5,20-10-2020 13:03,332.7,1.1999999999999886,723.9819004524819,-195626.37338123468,120702.56071137282,-316328.93409260747
150,151,BANKNIFTY22OCT2024200PE,20-10-2020 09:29,354.35,20-10-2020 13:03,282.6,-71.75,-40496.68406942288,-236123.05745065756,120702.56071137282,-356825.61816203035
151,152,BANKNIFTY22OCT2024700CE,21-10-2020 09:29,268.25,21-10-2020 12:14,278.05,9.800000000000011,7306.616961789385,-228816.4404888682,120702.56071137282,-349519.00120024104
152,153,BANKNIFTY22OCT2024700PE,21-10-2020 09:29,244.75,21-10-2020 12:14,183.6,-61.150000000000006,-49969.356486210425,-278785.79697507864,120702.56071137282,-399488.35768645146
153,154,BANKNIFTY22OCT2024500CE,22-10-2020 09:29,199.6,22-10-2020 10:11,160.4,-39.19999999999999,-39278.557114228446,-318064.3540893071,120702.56071137282,-438766.9148006799
154,155,BANKNIFTY22OCT2024500PE,22-10-2020 09:29,185.9,22-10-2020 10:11,181.65,-4.25,-4572.35072619688,-322636.70481550397,120702.56071137282,-443339.2655268768
155,156,BANKNIFTY29OCT2024700CE,23-10-2020 09:29,455.0,23-10-2020 15:24,328.2,-126.80000000000001,-55736.26373626373,-378372.9685517677,120702.56071137282,-499075.5292631405
156,157,BANKNIFTY29OCT2024700PE,23-10-2020 09:29,447.05,23-10-2020 15:24,502.05,55.0,24605.748797673637,-353767.2197540941,120702.56071137282,-474469.7804654669
157,158,BANKNIFTY29OCT2024400CE,26-10-2020 09:29,394.55,26-10-2020 13:01,199.95,-194.60000000000002,-98644.02483842353,-452411.2445925176,120702.56071137282,-573113.8053038905
158,159,BANKNIFTY29OCT2024400PE,26-10-2020 09:29,401.9,26-10-2020 13:01,679.35,277.45000000000005,138069.17143568053,-314342.0731568371,120702.56071137282,-435044.6338682099
159,160,BANKNIFTY29OCT2023900CE,27-10-2020 09:29,368.3,27-10-2020 09:48,589.05,220.74999999999994,119875.10181916911,-194466.97133766796,120702.56071137282,-315169.5320490408
160,161,BANKNIFTY29OCT2023900PE,27-10-2020 09:29,332.85,27-10-2020 09:48,190.8,-142.05,-85353.76295628662,-279820.73429395456,120702.56071137282,-400523.2950053274
161,162,BANKNIFTY29OCT2024800CE,28-10-2020 09:29,275.55,28-10-2020 10:04,141.75,-133.8,-97114.86118671748,-376935.595480672,120702.56071137282,-497638.15619204484
162,163,BANKNIFTY29OCT2024800PE,28-10-2020 09:29,297.95,28-10-2020 10:04,489.4,191.45,128511.49521731836,-248424.10026335367,120702.56071137282,-369126.6609747265
163,164,BANKNIFTY29OCT2024000CE,29-10-2020 09:29,196.6,29-10-2020 10:20,204.3,7.700000000000017,7833.163784333689,-240590.93647902,120702.56071137282,-361293.4971903928
164,165,BANKNIFTY29OCT2024000PE,29-10-2020 09:29,188.15,29-10-2020 10:20,127.75,-60.400000000000006,-64204.09247940474,-304795.02895842475,120702.56071137282,-425497.58966979757
165,166,BANKNIFTY05NOV2024100CE,30-10-2020 09:29,582.8,30-10-2020 14:43,408.5,-174.29999999999995,-59814.6877144818,-364609.71667290654,120702.56071137282,-485312.27738427935
166,167,BANKNIFTY05NOV2024100PE,30-10-2020 09:29,559.55,30-10-2020 14:43,611.0,51.450000000000045,18389.777499776625,-346219.9391731299,120702.56071137282,-466922.49988450273
167,168,BANKNIFTY05NOV2024200CE,02-11-2020 09:29,442.65,02-11-2020 11:19,697.55,254.89999999999998,115169.99887043939,-231049.94030269052,120702.56071137282,-351752.50101406337
168,169,BANKNIFTY05NOV2024200PE,02-11-2020 09:29,479.65,02-11-2020 11:19,321.1,-158.54999999999995,-66110.70572292294,-297160.6460256135,120702.56071137282,-417863.2067369863
169,170,BANKNIFTY05NOV2025400CE,03-11-2020 09:29,468.25,03-11-2020 14:31,442.95,-25.30000000000001,-10806.19327282435,-307966.8392984378,120702.56071137282,-428669.40000981063
170,171,BANKNIFTY05NOV2025400PE,03-11-2020 09:29,485.65,03-11-2020 14:31,414.25,-71.39999999999998,-29403.8916915474,-337370.7309899852,120702.56071137282,-458073.29170135804
171,172,BANKNIFTY05NOV2025500CE,04-11-2020 09:29,377.0,04-11-2020 10:36,316.65,-60.35000000000002,-32015.91511936341,-369386.6461093486,120702.56071137282,-490089.20682072145
172,173,BANKNIFTY05NOV2025500PE,04-11-2020 09:29,429.0,04-11-2020 10:36,406.2,-22.80000000000001,-10629.370629370635,-380016.01673871925,120702.56071137282,-500718.57745009207
173,174,BANKNIFTY05NOV2026100CE,05-11-2020 09:29,170.65,05-11-2020 10:06,165.25,-5.400000000000006,-6328.743041312635,-386344.75978003186,120702.56071137282,-507047.3204914047
174,175,BANKNIFTY05NOV2026100PE,05-11-2020 09:29,158.25,05-11-2020 10:06,129.45,-28.80000000000001,-36398.10426540286,-422742.86404543475,120702.56071137282,-543445.4247568075
175,176,BANKNIFTY12NOV2026200CE,06-11-2020 09:29,446.6,06-11-2020 12:42,658.85,212.25,95051.50022391402,-327691.3638215207,120702.56071137282,-448393.9245328935
176,177,BANKNIFTY12NOV2026200PE,06-11-2020 09:29,437.1,06-11-2020 12:42,314.65,-122.45000000000005,-56028.368794326256,-383719.73261584697,120702.56071137282,-504422.2933272198
177,178,BANKNIFTY12NOV2027300CE,09-11-2020 09:29,389.1,09-11-2020 15:24,482.05,92.94999999999999,47776.921099974286,-335942.81151587266,120702.56071137282,-456645.3722272455
178,179,BANKNIFTY12NOV2027300PE,09-11-2020 09:29,422.85,09-11-2020 15:24,262.5,-160.35000000000002,-75842.4973394821,-411785.3088553548,120702.56071137282,-532487.8695667277
179,180,BANKNIFTY12NOV2027900CE,10-11-2020 09:29,357.9,10-11-2020 09:51,514.15,156.25,87314.89242805254,-324470.41642730223,120702.56071137282,-445172.97713867505
180,181,BANKNIFTY12NOV2027900PE,10-11-2020 09:29,341.95,10-11-2020 09:51,271.4,-70.55000000000001,-41263.34259394649,-365733.7590212487,120702.56071137282,-486436.31973262154
181,182,BANKNIFTY12NOV2028900CE,11-11-2020 09:29,332.25,11-11-2020 10:50,327.6,-4.649999999999977,-2799.09706546274,-368532.85608671146,120702.56071137282,-489235.4167980843
182,183,BANKNIFTY12NOV2028900PE,11-11-2020 09:29,376.2,11-11-2020 10:50,300.4,-75.80000000000001,-40297.71398192451,-408830.570068636,120702.56071137282,-529533.1307800089
183,184,BANKNIFTY12NOV2028500CE,12-11-2020 09:29,181.8,12-11-2020 12:30,129.55,-52.25,-57480.748074807474,-466311.31814344344,120702.56071137282,-587013.8788548163
184,185,BANKNIFTY12NOV2028500PE,12-11-2020 09:29,179.0,12-11-2020 12:30,172.05,-6.949999999999989,-7765.363128491607,-474076.68127193506,120702.56071137282,-594779.2419833079
185,186,BANKNIFTY19NOV2027800CE,13-11-2020 09:29,483.85,13-11-2020 15:24,857.55,373.69999999999993,154469.36033894797,-319607.3209329871,120702.56071137282,-440309.8816443599
186,187,BANKNIFTY19NOV2027800PE,13-11-2020 09:29,489.6,13-11-2020 15:24,171.7,-317.90000000000003,-129861.11111111111,-449468.4320440982,120702.56071137282,-570170.992755471
187,188,BANKNIFTY19NOV2028900CE,17-11-2020 09:29,339.7,17-11-2020 11:43,341.25,1.5500000000000114,912.5699146305632,-448555.86212946766,120702.56071137282,-569258.4228408404
188,189,BANKNIFTY19NOV2028900PE,17-11-2020 09:29,396.4,17-11-2020 11:43,318.5,-77.89999999999998,-39303.73360242179,-487859.5957318894,120702.56071137282,-608562.1564432622
189,190,BANKNIFTY19NOV2029300CE,18-11-2020 09:29,295.15,18-11-2020 12:21,298.75,3.6000000000000227,2439.4375741148724,-485420.15815777454,120702.56071137282,-606122.7188691474
190,191,BANKNIFTY19NOV2029300PE,18-11-2020 09:29,259.55,18-11-2020 12:21,199.0,-60.55000000000001,-46657.67674821807,-532077.8349059926,120702.56071137282,-652780.3956173654
191,192,BANKNIFTY19NOV2029400CE,19-11-2020 09:29,160.1,19-11-2020 09:42,237.3,77.20000000000002,96439.72517176767,-435638.10973422497,120702.56071137282,-556340.6704455977
192,193,BANKNIFTY19NOV2029400PE,19-11-2020 09:29,125.55,19-11-2020 09:42,80.2,-45.349999999999994,-72242.134607726,-507880.244341951,120702.56071137282,-628582.8050533237
193,194,BANKNIFTY26NOV2028800CE,20-11-2020 09:29,501.8,20-11-2020 15:24,656.75,154.95,61757.672379434036,-446122.57196251693,120702.56071137282,-566825.1326738897
194,195,BANKNIFTY26NOV2028800PE,20-11-2020 09:29,480.45,20-11-2020 15:24,280.0,-200.45,-83442.60589031116,-529565.177852828,120702.56071137282,-650267.7385642009
195,196,BANKNIFTY26NOV2029400CE,23-11-2020 09:29,408.85,23-11-2020 09:57,288.25,-120.60000000000002,-58994.74134768253,-588559.9192005106,120702.56071137282,-709262.4799118834
196,197,BANKNIFTY26NOV2029400PE,23-11-2020 09:29,451.15,23-11-2020 09:57,699.2,248.05000000000007,109963.42679818245,-478596.4924023282,120702.56071137282,-599299.053113701
197,198,BANKNIFTY26NOV2029300CE,24-11-2020 09:29,399.55,24-11-2020 15:24,610.8,211.24999999999994,105743.96195720181,-372852.53044512635,120702.56071137282,-493555.09115649917
198,199,BANKNIFTY26NOV2029300PE,24-11-2020 09:29,352.5,24-11-2020 15:24,146.6,-205.9,-116822.69503546099,-489675.22548058734,120702.56071137282,-610377.7861919601
199,200,BANKNIFTY26NOV2030100CE,25-11-2020 09:29,300.1,25-11-2020 10:43,225.2,-74.90000000000003,-49916.69443518829,-539591.9199157757,120702.56071137282,-660294.4806271484
200,201,BANKNIFTY26NOV2030100PE,25-11-2020 09:29,293.55,25-11-2020 10:43,429.55,136.0,92658.83154488161,-446933.088370894,120702.56071137282,-567635.6490822668
201,202,BANKNIFTY26NOV2029200CE,26-11-2020 09:29,187.95,26-11-2020 10:51,153.8,-34.14999999999998,-36339.45198191006,-483272.54035280406,120702.56071137282,-603975.1010641769
202,203,BANKNIFTY26NOV2029200PE,26-11-2020 09:29,179.3,26-11-2020 10:51,175.2,-4.100000000000023,-4573.340769659813,-487845.88112246385,120702.56071137282,-608548.4418338367
203,204,BANKNIFTY03DEC2029500CE,27-11-2020 09:29,500.7,27-11-2020 14:09,483.3,-17.399999999999977,-6950.269622528452,-494796.1507449923,120702.56071137282,-615498.7114563652
204,205,BANKNIFTY03DEC2029500PE,27-11-2020 09:29,472.1,27-11-2020 14:09,390.5,-81.60000000000002,-34568.9472569371,-529365.0980019295,120702.56071137282,-650067.6587133023
205,206,BANKNIFTY03DEC2029600CE,01-12-2020 09:29,408.45,01-12-2020 13:08,459.2,50.75,24850.042844901458,-504515.055157028,120702.56071137282,-625217.6158684008
206,207,BANKNIFTY03DEC2029600PE,01-12-2020 09:29,428.75,01-12-2020 13:08,284.1,-144.64999999999998,-67475.21865889212,-571990.2738159201,120702.56071137282,-692692.834527293
207,208,BANKNIFTY03DEC2029800CE,02-12-2020 09:29,278.65,02-12-2020 11:22,232.55,-46.099999999999966,-33088.10335546382,-605078.3771713839,120702.56071137282,-725780.9378827568
208,209,BANKNIFTY03DEC2029800PE,02-12-2020 09:29,360.55,02-12-2020 11:22,342.5,-18.05000000000001,-10012.480931909588,-615090.8581032936,120702.56071137282,-735793.4188146663
209,210,BANKNIFTY03DEC2029600CE,03-12-2020 09:29,146.7,03-12-2020 11:19,198.6,51.900000000000006,70756.64621676893,-544334.2118865247,120702.56071137282,-665036.7725978976
210,211,BANKNIFTY03DEC2029600PE,03-12-2020 09:29,198.3,03-12-2020 11:19,111.6,-86.70000000000002,-87443.26777609684,-631777.4796626215,120702.56071137282,-752480.0403739943
211,212,BANKNIFTY10DEC2029600CE,04-12-2020 09:29,441.25,04-12-2020 12:56,364.85,-76.39999999999998,-34628.89518413597,-666406.3748467575,120702.56071137282,-787108.9355581303
212,213,BANKNIFTY10DEC2029600PE,04-12-2020 09:29,459.95,04-12-2020 12:56,442.75,-17.19999999999999,-7479.073812370905,-673885.4486591284,120702.56071137282,-794588.0093705012
213,214,BANKNIFTY10DEC2030000CE,07-12-2020 09:29,366.2,07-12-2020 15:24,456.05,89.85000000000002,49071.54560349537,-624813.9030556331,120702.56071137282,-745516.4637670058
214,215,BANKNIFTY10DEC2030000PE,07-12-2020 09:29,389.1,07-12-2020 15:24,253.85,-135.25000000000003,-69519.40375224879,-694333.3068078819,120702.56071137282,-815035.8675192548
215,216,BANKNIFTY10DEC2030300CE,08-12-2020 09:29,289.3,08-12-2020 12:57,299.5,10.199999999999989,7051.50362945039,-687281.8031784316,120702.56071137282,-807984.3638898043
216,217,BANKNIFTY10DEC2030300PE,08-12-2020 09:29,404.35,08-12-2020 12:57,317.35,-87.0,-43032.02670953381,-730313.8298879653,120702.56071137282,-851016.3905993381
217,218,BANKNIFTY10DEC2030400CE,09-12-2020 09:29,229.0,09-12-2020 11:37,244.0,15.0,13100.436681222707,-717213.3932067426,120702.56071137282,-837915.9539181155
218,219,BANKNIFTY10DEC2030400PE,09-12-2020 09:29,279.0,09-12-2020 11:37,213.05,-65.94999999999999,-47275.98566308243,-764489.378869825,120702.56071137282,-885191.9395811979
219,220,BANKNIFTY10DEC2030600CE,10-12-2020 09:29,104.6,10-12-2020 09:41,84.9,-19.69999999999999,-37667.30401529635,-802156.6828851214,120702.56071137282,-922859.2435964942
220,221,BANKNIFTY10DEC2030600PE,10-12-2020 09:29,202.0,10-12-2020 09:41,253.7,51.69999999999999,51188.11881188118,-750968.5640732403,120702.56071137282,-871671.124784613
221,222,BANKNIFTY17DEC2030800CE,11-12-2020 09:29,371.05,11-12-2020 15:24,297.45,-73.60000000000002,-39671.20334186768,-790639.7674151079,120702.56071137282,-911342.3281264808
222,223,BANKNIFTY17DEC2030800PE,11-12-2020 09:29,455.75,11-12-2020 15:24,488.5,32.75,14371.91442676906,-776267.8529883389,120702.56071137282,-896970.4136997117
223,224,BANKNIFTY17DEC2030800CE,14-12-2020 09:29,343.6,14-12-2020 15:24,310.5,-33.10000000000002,-19266.589057043086,-795534.442045382,120702.56071137282,-916237.0027567549
224,225,BANKNIFTY17DEC2030800PE,14-12-2020 09:29,371.35,14-12-2020 15:24,342.0,-29.350000000000023,-15807.18998249631,-811341.6320278783,120702.56071137282,-932044.1927392511
225,226,BANKNIFTY17DEC2030600CE,15-12-2020 09:29,332.15,15-12-2020 13:08,266.35,-65.79999999999995,-39620.65331928343,-850962.2853471617,120702.56071137282,-971664.8460585345
226,227,BANKNIFTY17DEC2030600PE,15-12-2020 09:29,300.95,15-12-2020 13:08,297.55,-3.3999999999999773,-2259.511546768551,-853221.7968939303,120702.56071137282,-973924.3576053032
227,228,BANKNIFTY17DEC2030800CE,16-12-2020 09:29,240.45,16-12-2020 13:25,187.0,-53.44999999999999,-44458.3073404034,-897680.1042343337,120702.56071137282,-1018382.6649457065
228,229,BANKNIFTY17DEC2030800PE,16-12-2020 09:29,220.45,16-12-2020 13:25,226.75,6.300000000000011,5715.5817645724765,-891964.5224697612,120702.56071137282,-1012667.083181134
229,230,BANKNIFTY17DEC2030700CE,17-12-2020 09:29,111.1,17-12-2020 11:27,162.0,50.900000000000006,91629.16291629164,-800335.3595534696,120702.56071137282,-921037.9202648425
230,231,BANKNIFTY17DEC2030700PE,17-12-2020 09:29,168.65,17-12-2020 11:27,88.1,-80.55000000000001,-95523.27305069672,-895858.6326041663,120702.56071137282,-1016561.193315539
231,232,BANKNIFTY24DEC2030700CE,18-12-2020 09:29,373.95,18-12-2020 09:59,293.7,-80.25,-42920.17649418372,-938778.80909835,120702.56071137282,-1059481.3698097228
232,233,BANKNIFTY24DEC2030700PE,18-12-2020 09:29,379.8,18-12-2020 09:59,540.45,160.65000000000003,84597.15639810429,-854181.6527002457,120702.56071137282,-974884.2134116185
233,234,BANKNIFTY24DEC2030300CE,21-12-2020 09:29,347.05,21-12-2020 13:37,255.1,-91.95000000000002,-52989.482783460604,-907171.1354837064,120702.56071137282,-1027873.6961950792
234,235,BANKNIFTY24DEC2030300PE,21-12-2020 09:29,309.05,21-12-2020 13:37,498.35,189.3,122504.44911826566,-784666.6863654407,120702.56071137282,-905369.2470768136
235,236,BANKNIFTY24DEC2029400CE,22-12-2020 09:29,387.05,22-12-2020 12:46,310.5,-76.55000000000001,-39555.61296990053,-824222.2993353412,120702.56071137282,-944924.8600467141
236,237,BANKNIFTY24DEC2029400PE,22-12-2020 09:29,365.95,22-12-2020 12:46,359.65,-6.300000000000011,-3443.0933187594,-827665.3926541005,120702.56071137282,-948367.9533654733
237,238,BANKNIFTY24DEC2029600CE,23-12-2020 09:29,218.15,23-12-2020 14:13,306.85,88.70000000000002,81320.19252807702,-746345.2001260235,120702.56071137282,-867047.7608373964
238,239,BANKNIFTY24DEC2029600PE,23-12-2020 09:29,238.0,23-12-2020 14:13,101.55,-136.45,-114663.86554621848,-861009.065672242,120702.56071137282,-981711.6263836147
239,240,BANKNIFTY24DEC2030200CE,24-12-2020 09:29,139.45,24-12-2020 10:15,254.1,114.65,164431.6959483686,-696577.3697238733,120702.56071137282,-817279.9304352461
240,241,BANKNIFTY24DEC2030200PE,24-12-2020 09:29,139.7,24-12-2020 10:15,56.8,-82.89999999999999,-118682.89191123837,-815260.2616351116,120702.56071137282,-935962.8223464845
241,242,BANKNIFTY31DEC2030800CE,28-12-2020 09:29,328.8,28-12-2020 13:43,348.15,19.349999999999966,11770.072992700709,-803490.1886424109,120702.56071137282,-924192.7493537837
242,243,BANKNIFTY31DEC2030800PE,28-12-2020 09:29,339.75,28-12-2020 13:43,252.2,-87.55000000000001,-51537.895511405455,-855028.0841538163,120702.56071137282,-975730.6448651892
243,244,BANKNIFTY31DEC2031300CE,29-12-2020 09:29,272.15,29-12-2020 13:10,274.75,2.6000000000000227,1910.7110049605167,-853117.3731488559,120702.56071137282,-973819.9338602286
244,245,BANKNIFTY31DEC2031300PE,29-12-2020 09:29,274.6,29-12-2020 13:10,216.65,-57.95000000000002,-42206.84632192281,-895324.2194707787,120702.56071137282,-1016026.7801821516
245,246,BANKNIFTY31DEC2031200CE,30-12-2020 09:29,283.9,30-12-2020 10:24,248.25,-35.64999999999998,-25114.476928495937,-920438.6963992746,120702.56071137282,-1041141.2571106474
246,247,BANKNIFTY31DEC2031200PE,30-12-2020 09:29,240.1,30-12-2020 10:24,221.7,-18.400000000000006,-15326.947105372765,-935765.6435046474,120702.56071137282,-1056468.2042160202
247,248,BANKNIFTY31DEC2031300CE,31-12-2020 09:29,173.85,31-12-2020 10:37,161.8,-12.049999999999983,-13862.525165372428,-949628.1686700198,120702.56071137282,-1070330.7293813927
248,249,BANKNIFTY31DEC2031300PE,31-12-2020 09:29,124.0,31-12-2020 10:37,105.05,-18.950000000000003,-30564.516129032265,-980192.6847990521,120702.56071137282,-1100895.245510425
